,id,defender,defender_upper,belong,hold_belong,mission_skill,battle_skill,condition,is_destroy,is_rebuild,draw_event,name,code,shifting_spot,shifting_team,battle_assist_range,performance_skill,show_info,working_special_spot,trigger_distance,active_mission_skill,inherent_mission_skill,type,is_focus,transition,belong_color,working_spot_activation,active_building_info,initial_state,pref_code,des,confront_des,squadinfoid,missionskill_on_death
69,322402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,1010201,0,"1020206,1020207","1010200,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
70,322403,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
71,322404,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,0,,"1020200,1020201,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
72,322501,50,50,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子,Hiding,"0,0","0,0","0,0",,0,1000001|1000200,0,,"1000100,1000001",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,RuinedBuilding;废弃建筑;0//c0;480017|Hiding;;0//c0;0,0,,【标记】略,本次战役中无法破坏该设施,0,"1,322505,9322501,0;1,322506,9322502,0;1,322507,9322503,0;1,322508,9322504,0"
73,330801,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"1010104,1010105","1010100,1010101,1020101",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
74,330802,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,7,"1020106,1020107","1020100,1000001,1020101",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
75,331201,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚I,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030101,"1030100,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
76,331202,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚II,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030201,"1030200,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
77,331203,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆I,Rock,"0,120","-30,0","0,0",,1,1040101,1,9331201,"1040100,1040101",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
78,331401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"9331401,9331402","1010100,1010101,1010200,1010201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
79,331402,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Right,"-20,80","-20,0","0,0",,1,1020101,7,"1020106,1020107",1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
80,331403,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,7,"1020206,1020207",1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
81,331601,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"9331401,9331402","1010100,1010101,1010200,1010201,1020201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
82,331602,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Right,"-20,80","-20,0","0,0",,1,1020101,7,"1020106,1020107",1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
83,331603,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,7,"1020206,1020207","1020200,1000001,1020201",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
84,331901,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"9331401,9331402","1010100,1010101,1010200,1010201",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
85,331902,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,7,"1020106,1020107",1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
86,331903,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,1020201,7,"1020206,1020207",1020200,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
87,331904,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,1010301,0,"9331901,9331902","1010300,1010301,1010400,1010401,1020301,1020401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
88,331905,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,1020301,7,1020306,"1020300,1000001,1020301",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
89,331906,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门IV,Door_Left,"10,80","-20,0","0,0",,1,1020401,7,1020406,"1020400,1000001,1020401",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
90,332101,1699,1699,3,1,0;0;0;2000012,0;0;0;0,"0:1,1:1;0:2,1:2;0:0,1:0",0,0,0,变电站,Substation,"50,100","-30,0","0,0",,1,9332102|9332103,0,"9332102,9332103",9332101,12,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,1",,-1,,为基站式EMP提供电源供给，发动EMP后因过载需要一段时间才能恢复正常。,本次战役中无法破坏该设施,0,
91,332102,1699,1699,3,1,0;0;0;2000013,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,EMP,EMP,"10,103","-30,0","0,2",,1,9332102,0,9332106,9332105,13,0,"2,1","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,-1,,可以使用电力对范围内的敌人造成EMP冲击，造成战斗力下降、不能移动等效果。,本次战役中无法破坏该设施,0,
92,332103,99999,99999,3,1,0;0;0;2000014,0;0;0;0,"0:0,1:0;0:0,1:0",0,0,0,起爆装置,Detonator,"10,110","-30,0","0,0",,1,9332116,0,9332110,9332107,14,0,"1,1","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,实现铺设好的起爆装置，可以引爆指定地点的炸药，摧毁设施。,本次战役中无法破坏该设施,0,
93,332104,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",1,0,0,废弃建筑,Hiding,"0,120","-30,0","0,0",,1,9332107|9332109,1,9332114,9332108,15,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3","1;1,0",RuinedBuilding;废弃建筑;0//c0;2000015|Rock2;建筑废墟;0//c0;2000016,0,,能够提供一定的掩体支援战斗的地点，被爆破后会形成废墟堵塞道路。,本次战役中可采取的应对手段：//n重装打击,0,
94,332105,400,400,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,废墟,Hiding,"0,120","-30,0","0,0",,1,9332109,1,9332114,9332109,16,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,Rock2;建筑废墟;0//c0;2000016,-1,,因建筑被爆破倒塌而形成的废墟，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
95,333001,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,9333001,0,"9333002,9333003,9333004",9333001,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
96,333002,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,兔子,Hiding,"0,0","0,0","0,0",,0,,1,9333021,,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,【标记】略,本次战役中无法破坏该设施,0,
97,333003,99999,99999,3,1,0;0;0;2000011,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,高脚架I,Boomer,"45,100","-30,0","0,0",,1,9333011,0,9333012,9333011,8,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,Boomer;弃置歌利亚I;0//c0;2000007,-1,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
98,333201,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,9333201,0,"9333210,9333211,9333212,9333213,9333214,9333215,9333216,9333217,9333218",9333201,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
99,333202,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,9333211,0,9333230,9333202,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
100,333203,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,9333221,0,,9333203,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
101,333204,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,9333231,0,,9333204,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
102,333205,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,9333241,0,,9333205,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
103,333401,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,9333201,0,"9333411,9333413,9333415",9333401,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
104,333402,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台II,Console,"40,150","-30,0","0,0",,1,9333211,0,"9333412,9333414,9333415,9333418",9333402,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,-1,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
105,333403,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,9333221,0,,9333403,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
106,333404,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门II,Door_Left,"10,80","-20,0","0,0",,1,9333231,0,,9333404,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
107,333405,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门III,Door_Left,"10,80","-20,0","0,0",,1,9333241,0,,9333405,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
108,333601,999,999,2,1,0;0;0;0,"900107,900023;0;900107,900023;0","0:0,1:0;0:0,1:1",2,0,0,【标记】Ally支援用设施,GustafCut3,"4,97","-30,0","1,2",900011;0;900011;0,1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,,0,
109,333602,999,999,2,1,0;0;0;0,"900107,900024;0;900107,900024;0","0:0,1:0;0:0,1:1",2,0,0,【标记】Ally支援用设施,GustafCut1,"4,97","-30,0","2,4",900012;0;900012;0,1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,,0,
110,333603,999,999,2,1,0;0;0;0,"900107,900022;0;900107,900022;0","0:0,1:0;0:0,1:1",2,0,0,【标记】Ally支援用设施,GustafCut2,"4,97","-30,0","3,5",900010;0;900010;0,1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,,0,
111,333604,50,50,1,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子1,Tank_1,"0,0","0,0","0,0",,0,,1,,"9333601,1000056",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
112,333605,50,50,1,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子2,Tank_1,"0,0","0,0","0,0",,0,,1,,"9333602,1000056",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
113,333606,50,50,1,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子3,Tank_1,"0,0","0,0","0,0",,0,,1,,"9333603,1000056",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
114,333607,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:1,1:1;0:0,1:0",0,0,0,控制台I型,Console,"40,150","-30,0","0,0",,1,9333604,0,9333604,9333605,7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",0;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
115,333901,99999,99999,3,1,0;0;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】定身兔子,Hiding,"0,0","0,0","0,0",,0,,0,,1000056,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
116,333902,300,300,0,0,0;0;0;0,405001;0;405001;0,"0:0,1:0;0:0,1:1",0,0,0,炮击阵地,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中无法破坏该设施,0,
117,334601,50,50,2,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子1,Tank,"0,0","0,0","0,0",,0,,1,,1000056,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
118,334602,50,50,1,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子2,Tank,"0,0","0,0","0,0",,0,,1,,1000056,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
119,334603,50,50,1,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子3,Tank,"0,0","0,0","0,0",,0,,1,,1000056,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
120,334610,50,50,2,1,0;0;0;0,0;0;0;0,"0:1,1:1;0:1,1:1",0,0,0,【标记】兔子4,Tank_1,"0,0","0,0","0,0",,0,,1,,1000056,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
121,334901,300,300,3,0,0;0;0;0,405001;0;405001;0,"0:0,1:0;0:0,1:1",1,0,0,炮击阵地,MissileLauncher,"4,97","-30,0","1,1","800101,102304,405002;0;800101,102304,405002;0",1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,本次战役中可采取的应对手段：//n重装打击,0,
122,334910,999,999,3,0,0;0;0;0,"900107,900024;0;900107,900024;0","0:0,1:0;0:0,1:1",2,0,0,【标记】秃洞Ally支援用设施,GustafCut1,"4,97","-30,0","2,4",900012;0;900012;0,1,,0,,,1,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,对支援范围内的同归属单位提供战斗支援，战斗中持续对敌方进行炮击打击。,,0,
123,335201,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",0,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,,"1020100,1020101,1000001",6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中无法破坏该设施,0,
124,335202,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010101,0,"9335202,9335206","1010100,1020101,1010101,1010201,1010301,1010401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
125,335203,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010201,0,"9335203,9335206","1010200,1020101,1010101,1010201,1010301,1010401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
126,335204,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010301,0,"9335204,9335206","1010300,1020101,1010101,1010201,1010301,1010401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
127,335205,99999,99999,3,1,0;0;0;2000005,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,控制台I,Console,"40,150","-30,0","0,0",,1,1010401,0,"9335205,9335206","1010400,1020101,1010101,1010201,1010301,1010401",7,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,可以对关联的设施发送操作指令。,本次战役中无法破坏该设施,0,
128,335301,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚I,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030101,"1030100,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
129,335302,50,50,1,1,0;9335302;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子1,Hiding,"0,0","0,0","0,0",,0,1000100,1,9335303,"9335301,9335302,1000057",5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
130,335303,50,50,1,1,0;9335302;0;0,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,【标记】兔子2,Hiding,"0,0","0,0","0,0",,0,1000100,1,9335303,1000100,5,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;1,,0,,【标记】略,本次战役中无法破坏该设施,0,
131,335401,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆I型①,Rock,"0,120","-30,0","0,0",,1,1040101,1,9335401,"1040100,1040101",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
132,335402,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆I型②,Rock,"0,120","-30,0","0,0",,1,1040201,1,9335404,"1040200,1040201",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
133,335403,9999,9999,3,1,0;0;0;2000008,0;0;0;0,"0:0,1:0;0:0,1:1",1,0,0,乱石堆I型③,Rock,"0,120","-30,0","0,0",,1,1040301,1,9335407,"1040300,1040301",9,1,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,乱石堆积，阻断了道路通行。,本次战役中可采取的应对手段：//n重装打击,0,
134,335404,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚I,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030101,"1030100,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
135,335405,99999,99999,3,1,0;0;0;2000007,0;0;0;0,"0:0,1:0;0:0,1:1",0,0,0,弃置歌利亚II,Boomer,"45,100","-30,0","0,0",,1,1000009,0,1030201,"1030200,1000009,1000027",8,0,,"#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,0,,由于不明原因被弃置的歌利亚单位，拾取并重新激活后可用于爆破指定设施。,本次战役中无法破坏该设施,0,
136,335501,99999,99999,3,1,0;0;0;2000006,0;0;0;0,"0:2,1:2;0:2,1:0",1,0,0,防御门I,Door_Left,"10,80","-20,0","0,0",,1,1020101,0,9335501,1020100,6,1,"1,3","#83CCFF,#FF4646,#FFE683,#C3C3C3",1;0,,-1,,关闭状态下可以阻断道路，关闭时会对所在点上的单位造成一定的伤害。,本次战役中可采取的应对手段：//n重装打击,0,
